1
1,1
1,2,1
1,3,3,1
1,4,2,4,1
1,5,4,4,5,1
1,6,3,2,3,6,1
1,7,5,5,5,5,7,1
1,8,4,6,2,6,4,8,1
1,9,6,4,6,6,4,6,9,1
1,10,5,6,4,2,4,6,5,10,1
1,11,7,9,6,6,6,6,9,7,11,1
1,12,6,10,5,6,2,6,5,10,6,12,1
1,13,8,6,7,9,6,6,9,7,6,8,13,1
1,14,7,8,5,10,7,2,7,10,5,8,7,14,1
1,15,9,13,7,11,7,9,9,7,11,7,13,9,15,1
1,16,8,14,6,12,6,10,2,10,6,12,6,14,8,16,1
1,17,10,8,8,6,8,6,10,10,6,8,6,8,8,10,17,1
1,18,9,10,6,8,6,8,6,2,6,8,6,8,6,10,9,18,1
1,19,11,17,8,6,8,6,10,10,10,10,6,8,6,8,17,11,19,1
1,20,10,18,7,8,6,8,6,8,2,8,6,8,6,8,7,18,10,20,1
1,21,12,10,9,17,8,6,10,10,8,8,10,10,6,8,17,9,10,12,21,1
1,22,11,12,7,18,9,8,8,8,6,2,6,8,8,8,9,18,7,12,11,22,1
1,23,13,21,9,19,11,17,10,10,10,10,10,10,10,10,17,11,19,9,21,13,23,1
1,24,12,22,8,20,10,18,9,8,6,8,2,8,6,8,9,18,10,20,8,22,12,24,1
1,25,14,12,10,8,12,10,11,17,10,8,8,8,8,10,17,11,10,12,8,10,12,14,25,1
1,26,13,14,8,10,8,12,9,18,11,8,6,2,6,8,11,18,9,12,8,10,8,14,13,26,1
1,27,15,25,10,8,10,8,11,19,11,17,8,8,8,8,17,11,19,11,8,10,8,10,25,15,27,1
1,28,14,26,9,10,8,10,9,20,10,18,13,8,2,8,13,18,10,20,9,10,8,10,9,26,14,28,1
1,29,16,14,11,25,10,8,11,21,12,10,13,17,8,8,17,13,10,12,21,11,8,10,25,11,14,16,29,1
1,30,15,16,9,26,13,10,9,22,11,12,13,18,15,2,15,18,13,12,11,22,9,10,13,26,9,16,15,30,1
1,31,17,29,11,27,15,25,11,23,13,21,13,19,15,17,17,15,19,13,21,13,23,11,25,15,27,11,29,17,31,1
1,32,16,30,10,28,14,26,10,24,12,22,8,20,10,18,2,18,10,20,8,22,12,24,10,26,14,28,10,30,16,32,1
1,33,18,16,12,10,16,14,12,10,14,12,10,8,12,10,18,18,10,12,8,10,12,14,10,12,14,16,10,12,16,18,33,1
1,34,17,18,10,12,10,16,10,12,10,14,8,10,8,12,10,2,10,12,8,10,8,14,10,12,10,16,10,12,10,18,17,34,1
1,35,19,33,12,10,12,10,12,10,12,10,10,8,10,8,18,18,18,18,8,10,8,10,10,12,10,12,10,12,10,12,33,19,35,1
1,36,18,34,11,12,10,12,10,12,10,12,10,10,8,10,8,12,2,12,8,10,8,10,10,12,10,12,10,12,10,12,11,34,18,36,1
1,37,20,18,13,33,12,10,12,10,12,10,12,10,10,8,18,18,12,12,18,18,8,10,10,12,10,12,10,12,10,12,33,13,18,20,37,1
1,38,19,20,11,34,17,12,10,12,10,12,10,12,10,10,10,10,10,2,10,10,10,10,10,12,10,12,10,12,10,12,17,34,11,20,19,38,1
1,39,21,37,13,35,19,33,12,10,12,10,12,10,12,10,18,18,18,18,18,18,18,18,10,12,10,12,10,12,10,12,33,19,35,13,37,21,39,1
1,40,20,38,12,36,18,34,11,12,10,12,10,12,10,12,10,12,8,12,2,12,8,12,10,12,10,12,10,12,10,12,11,34,18,36,12,38,20,40,1
1,41,22,20,14,12,20,18,13,33,12,10,12,10,12,10,18,18,14,12,10,10,12,14,18,18,10,12,10,12,10,12,33,13,18,20,12,14,20,22,41,1
1,42,21,22,12,14,12,20,11,34,17,12,10,12,10,12,12,12,10,10,8,2,8,10,10,12,12,12,10,12,10,12,17,34,11,20,12,14,12,22,21,42,1
